Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,
2020-04-30,170.9406280517578,172.07570504941066,168.09812523093373,171.6941682751217,53875900
2020-05-01,166.5147705078125,170.39695969444045,165.9805985317826,167.6880101692875,39370500
2020-05-04,170.58775329589844,170.74037388300013,165.7803212397972,166.4384847863105,30372900
2020-05-05,172.41909790039062,175.1757426383778,171.5987807177355,172.28555857087446,36839200
2020-05-06,174.11700439453125,175.70041008950886,173.2490058153293,173.67823844103557,32139300
2020-05-07,175.1280975341797,176.03425849647905,174.15515961601804,175.67178828968,28316000
2020-05-08,176.15823364257812,176.4634747473145,174.89915047228297,176.44439353959424,30877800
2020-05-11,178.12319946289062,178.85765861803685,174.41269760570697,174.6988429624145,30892700
2020-05-12,174.08839416503906,178.4093641765079,173.88809239361163,178.18044786630512,32038200
2020-05-13,171.45574951171875,175.55733641654106,168.3938629633808,174.126551302396,44711500
2020-05-14,172.19973754882812,172.35235810390702,167.573527036543,169.34770096391762,41873900
2020-05-15,174.7083740234375,178.4284088494527,168.8326140197911,170.79755623838867,46610400
2020-05-18,176.37767028808594,177.60813919722696,175.47150920867819,177.17890653379172,35264500
2020-05-19,175.15673828125,177.98969429430286,175.02319890424113,176.49213205133867,26799100
2020-05-20,177.58624267578125,177.76798251744347,175.94103881842096,176.77320062473433,31261300
2020-05-21,175.45318603515625,178.55229364702774,175.31927478869935,177.33751795723427,29119500
2020-05-22,175.52972412109375,176.43842329608967,174.60190519153238,175.2236475004892,20826900
2020-05-26,173.67410278320312,178.38970569203147,173.22454042697726,178.2366600824157,36073600
2020-05-27,173.90365600585938,174.07583596489462,168.92023059491422,172.36366922806093,39517100
2020-05-28,173.511474609375,176.14188569664367,172.53584173284602,172.88018704080682,33810200
2020-05-29,175.28103637695312,176.2566838857437,172.56454250840076,174.78364544763582,42130400
2020-06-01,174.8793182373047,175.041923737436,173.5688997628599,174.60192122307836,22622400
2020-06-02,176.86888122558594,176.954963921394,173.4636961469848,176.2375789325235,30794600
2020-06-03,177.29928588867188,177.85406529157166,175.59669357418727,176.78277518679027,27311000
2020-06-04,174.96536254882812,177.75837885861162,174.37232913781187,176.28535520713461,28761800
2020-06-05,179.0592803955078,179.56623125864076,174.0949742119662,174.67844788777276,39893600
2020-06-08,180.1688690185547,180.35060890424168,176.41933815019013,177.85410828531496,33211600
2020-06-09,181.5462188720703,182.40707496420706,179.11666702897804,179.8244920925628,29783900
