Date,Close,High,Low,Open,Volume
2020-01-02,67.90382385253906,67.9420601209077,66.62159794771749,66.62159794771749,28132000
2020-01-03,67.57060241699219,68.158581664624,66.81994095443149,66.93495286268016,23728000
2020-01-06,69.2366943359375,69.35041046473987,67.04121605389896,67.04121605389896,34646000
2020-01-07,69.19349670410156,69.67271549564418,69.04650000353651,69.42193680575292,30054000
2020-01-08,69.73876190185547,70.0992936464338,69.06933934334683,69.1309144280784,30560000
2020-01-09,70.50899505615234,70.88144630493284,70.03423943909009,70.5457461254188,30018000
2020-01-10,71.00062561035156,71.25880752665975,70.43549273531444,70.89285784756291,36414000
2020-01-13,71.47239685058594,71.5364573682517,70.81638653642962,71.31845156114929,33046000
2020-01-14,71.0577392578125,71.60002592316594,70.93309629884654,71.46147817790887,31178000
2020-01-15,71.47090148925781,71.5799043888649,71.02445561952192,71.02445561952192,25654000
2020-01-16,72.0916519165039,72.10605681797274,71.55631394755552,71.88010218520081,23474000
2020-01-17,73.51640319824219,73.56134558132662,72.41543984206496,72.64834307701408,47924000
2020-01-21,73.7155532836914,74.08551910391431,73.06003544050274,73.45334766192397,40734000
2020-01-22,73.79251861572266,74.64984900063922,73.74186276485368,74.04330485960594,32216000
2020-01-23,73.8272705078125,74.26776041302352,73.60132345729586,73.8764411567763,27024000
2020-01-24,72.8370590209961,74.2665239390797,72.76454954658043,74.17191835980502,35692000
2020-01-27,71.20770263671875,71.41478920034972,70.57701648729619,71.06369150781515,35104000
2020-01-28,72.13436126708984,72.30519688737174,71.13668730667496,71.65961328386072,31548000
2020-01-29,72.4358139038086,72.77349940796584,71.84534923411006,72.4442552836585,21554000
2020-01-30,72.29725646972656,72.36876571507501,71.33186271367244,71.50865430032334,26788000
2020-01-31,71.22410583496094,73.00690407316355,70.94103923607497,72.94582152006313,48344000
2020-02-03,73.7920150756836,73.99363823460793,72.45367770699539,72.60315224220815,60736000
2020-02-04,71.86173248291016,72.97560806049543,70.8302929578195,72.35833411323341,78660000
