Date,Close,High,Low,Open,Volume
2020-01-02,5.971410274505615,5.971410274505615,5.8920109160937795,5.942537823696139,237536000
2020-01-03,5.87583065032959,5.919637558269956,5.826796822243751,5.851687121635845,205384000
2020-01-06,5.900473117828369,5.905700039221264,5.756359156713934,5.782493763678408,262636000
2020-01-07,5.9719085693359375,6.017706563187655,5.883797196118727,5.928848419045808,314856000
2020-01-08,5.983108997344971,6.024426839104934,5.927603932688203,5.967676998031507,277108000
2020-01-09,6.048818588256836,6.121249187426067,5.9950558356906445,6.069477507253272,255112000
2020-01-10,6.081175327301025,6.186460989072398,6.066988106452884,6.156095000345665,316296000
2020-01-13,6.271834850311279,6.296973919615413,6.141658878781784,6.1643093449606505,319840000
2020-01-14,6.154850482940674,6.254411214964361,6.141658323955984,6.229022907846783,359088000
2020-01-15,6.112287998199463,6.1899455131991035,6.086402159866249,6.16754428868986,263104000
2020-01-16,6.195918560028076,6.201892250925176,6.142404582017831,6.165801340221899,284192000
2020-01-17,6.204630374908447,6.222551448412026,6.157090085640523,6.215084215766452,253792000
2020-01-21,6.1712775230407715,6.204879356431196,6.137177684264194,6.168041674888225,217916000
2020-01-22,6.225290298461914,6.311908122294993,6.197662150369321,6.216578763004167,239240000
2020-01-23,6.293737411499023,6.302200180416057,6.176504847064857,6.265362971207692,244516000
2020-01-24,6.234500408172607,6.4590102275781955,6.1802396432691555,6.409229613498436,373512000
2020-01-27,5.9786272048950195,6.029652104874748,5.780252055742819,5.929842142261232,470536000
2020-01-28,6.172024726867676,6.204381786434849,5.991321394689155,6.044586611311332,310976000
2020-01-29,6.111541748046875,6.19367941361647,6.071716979375738,6.157588498886928,258848000
2020-01-30,6.118261337280273,6.131702261108776,5.958715406607862,6.01372245384003,290504000
2020-01-31,5.884792804718018,6.084412318689391,5.842977430369718,6.0724649332346985,370420000
2020-02-03,5.981863498687744,6.001277639266256,5.860399075803358,5.866621532412214,255564000
2020-02-04,6.15111780166626,6.170283655700181,6.073709513593315,6.1237388918550035,271544000
2020-02-05,6.241467475891113,6.2822872994453585,6.1580850473924915,6.272082224871058,208220000
2020-02-06,6.328334331512451,6.328334331512451,6.194674244202567,6.2758163643936244,218284000
2020-02-07,6.2621283531188965,6.310415423757163,6.236740041379936,6.288262961018029,189752000
2020-02-10,6.5453782081604,6.546124504221286,6.279799354982195,6.284777510513011,529608000
2020-02-11,6.667839050292969,6.782583042361026,6.591675059281651,6.653651826376405,638556000
2020-02-12,6.783576965332031,6.7900486622411735,6.6817759196296365,6.720604676855418,374644000
2020-02-13,6.73976993560791,6.806973607493274,6.698203336082663,6.725582715312186,528016000
2020-02-14,7.212933540344238,7.341864732956123,7.118599722338029,7.1499612483061235,1041924000
2020-02-18,7.381689071655273,7.400108152666693,7.090224846302637,7.109638988755365,620164000
2020-02-19,7.832949161529541,7.850621473241464,7.504149689811862,7.504149689811862,694332000
2020-02-20,7.683608055114746,7.873271239306523,7.376213808927724,7.784911107523746,810052000
2020-02-21,7.31946325302124,7.596491480343138,7.234587743774867,7.571352412421741,768180000
2020-02-24,6.801995277404785,7.015802435651572,6.670575020069589,6.7250845370441645,856916000
2020-02-25,6.52247953414917,6.939141597824138,6.420678476149267,6.877164837983016,1055496000
2020-02-26,6.661864280700684,6.856008081626583,6.521234941797233,6.522728008722888,747732000
2020-02-27,6.291027069091797,6.64966057095951,6.198629094216085,6.3483086737227055,906416000
2020-02-28,6.726119041442871,6.785642298672568,6.0218031708162405,6.038489443963422,1133252000
2020-03-02,6.884515285491943,6.913405476748655,6.5002298541708035,6.8962209004899355,890744000
2020-03-03,6.622016906738281,7.000076219802187,6.536592315093682,6.940304039577152,652792000
2020-03-04,7.085748672485352,7.0952126352414,6.6546412513383135,6.729356821785062,597408000
2020-03-05,6.8063130378723145,7.0531223176529245,6.761732708235922,6.886258174225634,540328000
2020-03-06,6.6257524490356445,6.6842795827074015,6.425515243639986,6.626748580774733,515412000
2020-03-09,6.112706184387207,6.460381260017114,5.931895250930945,5.974731756295129,614160000
2020-03-10,6.502221584320068,6.502221584320068,6.126404014866195,6.389152345105764,580648000
2020-03-11,6.138360023498535,6.390648815754559,6.041230282562346,6.362256921089201,499964000
2020-03-12,5.3872222900390625,5.880592068377719,5.374520540878164,5.615103707171852,816540000
2020-03-13,5.998143196105957,6.002626025956078,5.46940821237534,5.74062440609125,634836000
2020-03-16,4.891360759735107,5.631042423624033,4.83158858563761,5.290091309567239,726972000
2020-03-17,5.411130905151367,5.5005405030795576,4.756874200949433,5.003683548446786,833632000
2020-03-18,5.051251411437988,5.228575666366858,4.499852892401873,4.98350971068714,874268000
2020-03-19,5.3040385246276855,5.397681548940483,4.816396698508904,5.029832983972858,765512000
2020-03-20,5.124222755432129,5.736140559692352,5.108781530330506,5.454214932101678,804636000
2020-03-23,5.297065258026123,5.391455985630141,4.944160052402405,5.123227679196731,643876000
2020-03-24,6.205852031707764,6.2925221398950475,5.679607578330529,5.703267250018492,1101644000
2020-03-25,6.117189884185791,6.520652182357888,6.068375632723533,6.320913296588007,793432000
2020-03-26,6.40658712387085,6.530614300481662,6.2262739971016074,6.3243998510831805,696108000
2020-03-27,6.294266700744629,6.553030604169391,6.193400865133729,6.226275592662553,638828000
2020-03-30,6.614544868469238,6.623759917980906,6.315683507570858,6.359765541677423,602252000
2020-03-31,6.56498384475708,6.858864070892026,6.419288777551146,6.654641872626003,949960000
2020-04-01,6.05368185043335,6.513430117395625,6.009101988132702,6.3669883075359,656912000
2020-04-02,6.362504959106445,6.375704534296287,6.034753906574363,6.082820463407939,675764000
2020-04-03,6.074602127075195,6.366489596403704,5.93712598630891,6.324898131854011,663212000
2020-04-06,6.684528350830078,6.721388074533338,6.299246263802596,6.356777264478225,727884000
2020-04-07,6.451167583465576,6.929843793294527,6.408081679793678,6.9061836458877455,784520000
2020-04-08,6.648416519165039,6.673321714732996,6.490269073589675,6.560252440372356,542444000
2020-04-09,6.548795223236084,6.797098973754002,6.485785263721914,6.774186520309044,525564000
2020-04-13,6.720639705657959,6.729356450475062,6.400609288724434,6.489022257599026,398408000
2020-04-14,7.071802616119385,7.1059223834052565,6.82125720368873,6.848901877376461,530948000
2020-04-15,6.99434757232666,7.077281593572189,6.858365856196307,6.903692936564077,366148000
2020-04-16,7.339532375335693,7.446624375158432,7.136556164071444,7.149755740902385,745620000
2020-04-17,7.280257701873779,7.443136861424763,7.146268259680306,7.421718368800451,539120000
2020-04-20,7.149008750915527,7.309646755763209,7.1046777994703785,7.153740970607314,449388000
2020-04-21,6.71217155456543,7.0922230355302505,6.652399389375535,7.030956910605142,735160000
2020-04-22,7.126594543457031,7.169431537284918,6.858864994627588,6.904440994714336,483356000
2020-04-23,7.073296070098877,7.30067962276094,7.048141964987654,7.168682918221717,424160000
2020-04-24,7.212266445159912,7.214258708372512,6.988369596969464,7.063085167765885,352328000
2020-04-27,7.398807525634766,7.5586983250773265,7.322099673169669,7.3467559552226716,479388000
2020-04-28,7.256349086761475,7.576130635658763,7.250870124951542,7.546244309815871,442904000
2020-04-29,7.433175086975098,7.485973863663483,7.315871918116808,7.39108531910967,379160000
2020-04-30,7.279262065887451,7.433175576227724,7.2653152720737095,7.379131275172438,375916000
2020-05-01,7.04266357421875,7.195082652202594,6.994347623348934,7.081764475429495,342096000
2020-05-04,7.254605770111084,7.268303649724436,6.995343614233226,6.995343614233226,317556000
2020-05-05,7.3156232833862305,7.478253535367416,7.254605587109694,7.3587091845288795,368896000
2020-05-06,7.416490077972412,7.521340913490316,7.35721619426173,7.395072055302535,323464000
2020-05-07,7.59281587600708,7.656074742478284,7.504402906431928,7.555707244194391,373732000
2020-05-08,7.782842636108398,7.789068815211882,7.630672481686343,7.664543333034148,339216000
2020-05-11,8.034883499145508,8.081705018034938,7.749221691038973,7.777862498603452,469060000
2020-05-12,7.772880554199219,8.141475876196386,7.763167676564852,8.092662098835039,493060000
2020-05-13,7.750467300415039,8.047833779094228,7.565920228879928,7.887445159898798,625852000
2020-05-14,8.000017166137695,8.00549612889412,7.658318760918178,7.811983382578015,602312000
2020-05-15,8.458518981933594,8.468231385191919,7.84410995767559,7.859800101450532,987660000
2020-05-18,8.717031478881836,8.882650575625197,8.64754643650367,8.7272426582343,774460000
2020-05-19,8.772073745727539,9.05300284387516,8.72948567045255,8.756881430566535,717320000
2020-05-20,8.93595027923584,9.00867312671742,8.855008513018294,8.956870472342526,587536000
2020-05-21,8.741938591003418,9.018135457385423,8.704331651062288,9.017139800729746,761068000
2020-05-22,8.991984367370605,9.058481494944774,8.680172853957092,8.79174719228107,1038764000
2020-05-26,8.68465518951416,9.146894447423765,8.639079200529823,9.121988782635464,770780000
2020-05-27,8.492887496948242,8.599978539188397,7.966393195519462,8.59225840000188,1175892000
2020-05-28,8.45478343963623,8.727244712419553,8.347441574108315,8.380316297061471,734896000
2020-05-29,8.841805458068848,8.841805458068848,8.452787853951744,8.522023979073884,745256000
2020-06-01,8.772820472717285,8.807189629886395,8.656513899580409,8.799718404433667,389876000
2020-06-02,8.791749954223633,8.80370448709302,8.625135136816352,8.762860704005695,391320000
2020-06-03,8.73620891571045,8.832591890804517,8.666972782709411,8.788759250864498,365440000
2020-06-04,8.737208366394043,8.91336701155603,8.648505048612202,8.698836225871018,424280000
2020-06-05,8.8901948928833,8.966937271416668,8.678903373646111,8.765114510848656,481748000
2020-06-08,8.775578498840332,8.860044532100977,8.656726674779266,8.847586490803435,387736000
2020-06-09,9.015772819519043,9.079310068553971,8.722008447932014,8.770595476462352,468488000
2020-06-10,9.335451126098633,9.468256112022411,9.122913533165256,9.137116670119509,632180000
2020-06-11,8.766858100891113,9.230303527611817,8.756642259520458,9.119425340111581,583652000
2020-06-12,8.902650833129883,9.15654980544635,8.674166945963702,9.131882753955262,570908000
2020-06-15,9.14309310913086,9.151564802702778,8.714529777900594,8.785791614976892,400004000
2020-06-16,9.038198471069336,9.235786815047943,8.809216467192664,9.194176362324052,535716000
2020-06-17,9.205137252807617,9.267926459696755,9.03994061738912,9.083296156036427,408304000
2020-06-18,9.187196731567383,9.251481048223875,9.084042231277644,9.196166481486612,254408000
2020-06-19,9.230301856994629,9.413437984243986,9.196416027557818,9.211615272979378,524160000
2020-06-22,9.494915962219238,9.499401313261167,9.242263048072369,9.268924225594319,398468000
2020-06-23,9.418420791625977,9.61027762938624,9.37606326989981,9.519083113139562,375108000
2020-06-24,9.204639434814453,9.524566895603112,9.113942960924875,9.444584317540274,449372000
2020-06-25,9.458290100097656,9.47324032161183,9.151568659929675,9.32448899177725,376072000
2020-06-26,9.124407768249512,9.468255196795987,9.094508281132988,9.468255196795987,592084000
2020-06-29,9.169256210327148,9.173741560495792,8.870258528911469,9.1391076996259,342248000
2020-06-30,9.466014862060547,9.494419237845602,9.235537742080382,9.282878685218053,367892000
